Compound,Neutral.Formula,CAS,CAS_RN,InChIKey,mz,Adduct,Charge,CCS,SD,RSD,CCS.z,Peak.N,Kingdom,Super.Class,Class,Subclass,N.Rep,Sources
Metribuzin,C8H14N4OS,21087-64-9,CAS_RN:21087-64-9,FOXFZRUHNHCZPX-UHFFFAOYSA-N,237.0786,[M+Na],1,170.2,0.704,0.0041,170.2,1,Organic compounds,Organoheterocyclic compounds,Triazines,NA,3,7
Mevalonate,C6H12O4,150-97-0,CAS_RN:150-97-0,KJTLQQUUPVSXIM-ZCFIWIBFSA-N,147.0657,[M-H],-1,129,0.738,0.0057,129,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,4,8
Mevalonate,C6H12O4,150-97-0,CAS_RN:150-97-0,KJTLQQUUPVSXIM-ZCFIWIBFSA-N,171.062,[M+Na],1,132.9,0.084,6.00E-04,132.9,1,Organic compounds,Lipids and lipid-like molecules,Fatty acyls,Fatty acids and conjugates,4,8
Mevalonic Acid-5-Pyrophosphate Tetralithium Salt Hydrate,C6H13O7P,868553-49-5,CAS_RN:868553-49-5,SIGQQUBJQXSAMW-LURJTMIESA-N  ,227.0321,[M-H],-1,139.5,0.379,0.0027,139.5,1,Organic compounds,Organic oxygen compounds,Organic oxoanionic compounds,Organic pyrophosphates,3,7
Mevalonic Acid-5-Pyrophosphate Tetralithium Salt Hydrate,C6H13O7P,868553-49-5,CAS_RN:868553-49-5,SIGQQUBJQXSAMW-LURJTMIESA-N,251.0297,[M+Na],1,151.3,1.245,0.0082,151.3,1,Organic compounds,Organic oxygen compounds,Organic oxoanionic compounds,Organic pyrophosphates,3,7
Mevalonolactone,C6H10O3,674-26-0,CAS_RN:674-26-0,JYVXNLLUYHCIIH-UHFFFAOYSA-N,153.0528,[M+Na],1,142.8,0.385,0.0027,142.8,1,Organic compounds,Organoheterocyclic compounds,Lactones,Delta valerolactones,3,7
MIFAGIK (Tryptic Peptide),C37H62N8O8S,135713-46-1,CAS_RN:135713-46-1,NNTQDVQYXNRVEB-UHFFFAOYSA-N,390.2278,[M+2H],2,306.1,0.563,0.0018,153.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",6,6
MIFAGIK (Tryptic Peptide),C37H62N8O8S,135713-46-1,CAS_RN:135713-46-1,NNTQDVQYXNRVEB-UHFFFAOYSA-N,779.4484,[M+H],1,274.9,0.465,0.0017,274.9,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",6,6
Monoethyl Phthalate,C10H10O4,2306-33-4,CAS_RN:2306-33-4,YWWHKOHZGJFMIE-UHFFFAOYSA-N,193.0501,[M-H],-1,147.7,0.852,0.0058,147.7,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,3,7
Monoethyl Phthalate,C10H10O4,2306-33-4,CAS_RN:2306-33-4,YWWHKOHZGJFMIE-UHFFFAOYSA-N,217.0477,[M+Na],1,154.7,0.648,0.0042,154.7,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,3,7
Myoinositol,C6H12O6,87-89-8,CAS_RN:87-89-8,CDAISMWEOUEBRE-GPIVLXJGSA-N,179.0552,[M-H],-1,131.5,0.448,0.0034,131.5,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,4,8
Myoinositol,C6H12O6,87-89-8,CAS_RN:87-89-8,CDAISMWEOUEBRE-GPIVLXJGSA-N,203.0532,[M+Na],1,148.7,0.208,0.0014,148.7,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,4,8
Myricetin,C15H10O8,529-44-2,CAS_RN:529-44-2,IKMDFBPHZNJCSN-UHFFFAOYSA-N,319.0454,[M+H],1,192.7,0.527,0.0027,192.7,1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,3,7
Myricetin,C15H10O8,529-44-2,CAS_RN:529-44-2,IKMDFBPHZNJCSN-UHFFFAOYSA-N,341.0273,[M+Na],1,173.3,0.424,0.0024,173.3,1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavones,3,7
Myristicin,C11H12O3,607-91-0,CAS_RN:607-91-0,BNWJOHGLIBDBOB-UHFFFAOYSA-N,191.0708,[M-H],-1,144.2,0.153,0.0011,144.2,1,Organic compounds,Organoheterocyclic compounds,Benzodioxoles,NA,3,7
Myristicin,C11H12O3,607-91-0,CAS_RN:607-91-0,BNWJOHGLIBDBOB-UHFFFAOYSA-N,193.0865,[M+H],1,140.8,0.505,0.0036,140.8,1,Organic compounds,Organoheterocyclic compounds,Benzodioxoles,NA,3,7
N-(3-Phenylpropionyl)-glycine,C11H13NO3,56613-60-6,CAS_RN:56613-60-6,XHSURMJJKAFELI-UHFFFAOYSA-N,206.0817,[M-H],-1,160.2,1.476,0.0092,160.2,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
N-(3-Phenylpropionyl)-glycine,C11H13NO3,56613-60-6,CAS_RN:56613-60-6,XHSURMJJKAFELI-UHFFFAOYSA-N,208.0974,[M+H],1,148.5,0.51,0.0034,148.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
N-(3-Phenylpropionyl)-glycine,C11H13NO3,56613-60-6,CAS_RN:56613-60-6,XHSURMJJKAFELI-UHFFFAOYSA-N,230.0793,[M+Na],1,149.7,1.472,0.0098,149.7,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
N-Acetyl-beta-D-galactosamine,C8H15NO6,1811-31-0,CAS_RN:1811-31-0,OVRNDRQMDRJTHS-JAJWTYFOSA-N,260.0531,[M+K],1,151.4,0.115,8.00E-04,151.4,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
N-Acetyl-beta-D-galactosamine,C8H15NO6,1811-31-0,CAS_RN:1811-31-0,OVRNDRQMDRJTHS-JAJWTYFOSA-N,244.0792,[M+Na],1,150.3,0.115,8.00E-04,150.3,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
N-Acetyl-D-glucosamine,C8H15NO6,7512-17-6,CAS_RN:7512-17-6,OVRNDRQMDRJTHS-FMDGEEDCSA-N,220.0875,[M-H],-1,153.1,1.175,0.0077,153.1,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
N-Acetyl-D-glucosamine,C8H15NO6,7512-17-6,CAS_RN:7512-17-6,OVRNDRQMDRJTHS-FMDGEEDCSA-N,244.0795,[M+Na],1,150.7,0.173,0.0011,150.7,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,3,8
N-Acetyl-D-glucosamine,C8H15NO6,7512-17-6,CAS_RN:7512-17-6,OVRNDRQMDRJTHS-FMDGEEDCSA-N,244.0795,[M+Na],1,158.6,0.935,0.0059,158.6,2,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,6,"7, 8"
N-Acetyl-D-mannosamine,C8H15NO6,7772-94-3,CAS_RN:7772-94-3,OVRNDRQMDRJTHS-ZTVVOAFPSA-N,244.0816,[M+Na],1,150,0.408,0.0027,150,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
N-Acetyl-D-Tryptophan,C13H14N2O3,1980-05-1,CAS_RN:1980-05-1,DZTHIGRZJZPRDV-GFCCVEGCSA-N,245.0926,[M-H],-1,161.4,0.174,0.0011,161.4,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
N-Acetyl-D-tryptophan,C13H14N2O3,1980-05-1,CAS_RN:1980-05-1,DZTHIGRZJZPRDV-GFCCVEGCSA-N,247.1083,[M+H],1,154.7,0.422,0.0027,154.7,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
N-Acetyl-D-tryptophan,C13H14N2O3,1980-05-1,CAS_RN:1980-05-1,DZTHIGRZJZPRDV-GFCCVEGCSA-N,269.0902,[M+Na],1,161.7,0.389,0.0024,161.7,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
N-Acetyl-DL-tryptophan,C13H14N2O3,87-32-1,CAS_RN:87-32-1,DZTHIGRZJZPRDV-UHFFFAOYSA-N,245.0935,[M-H],-1,158.6,0.566,0.0036,158.6,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetyl-DL-tryptophan,C13H14N2O3,87-32-1,CAS_RN:87-32-1,DZTHIGRZJZPRDV-UHFFFAOYSA-N,247.1069,[M+H],1,153.4,0.838,0.0055,153.4,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetyl-DL-tryptophan,C13H14N2O3,87-32-1,CAS_RN:87-32-1,DZTHIGRZJZPRDV-UHFFFAOYSA-N,269.0906,[M+Na],1,158.1,0.739,0.0047,158.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetyl-L-aspartic Acid,C6H9NO5,997-55-7,CAS_RN:997-55-7,OTCCIMWXFLJLIA-BYPYZUCNSA-N,174.0408,[M-H],-1,131.3,0.693,0.0053,131.3,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetyl-L-aspartic Acid,C6H9NO5,997-55-7,CAS_RN:997-55-7,OTCCIMWXFLJLIA-BYPYZUCNSA-N,198.0356,[M+Na],1,139.3,0.126,9.00E-04,139.3,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetyl-sulfamethoxazole,C12H13N3O4S,21312-10-7,CAS_RN:21312-10-7,GXPIUNZCALHVBA-UHFFFAOYSA-N,294.0548,[M-H],-1,171.5,0.058,3.00E-04,171.5,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,3,7
N-Acetyl-sulfamethoxazole,C12H13N3O4S,21312-10-7,CAS_RN:21312-10-7,GXPIUNZCALHVBA-UHFFFAOYSA-N,296.0705,[M+H],1,170.4,0.503,0.003,170.4,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,3,7
N-Acetyl-sulfamethoxazole,C12H13N3O4S,21312-10-7,CAS_RN:21312-10-7,GXPIUNZCALHVBA-UHFFFAOYSA-N,318.0524,[M+Na],1,177.4,1.636,0.0092,177.4,1,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,3,7
N-Acetylalanine,C5H9NO3,97-69-8,CAS_RN:97-69-8,KTHDTJVBEPMMGL-VKHMYHEASA-N,154.0473,[M+Na],1,134.7,0.287,0.0021,134.7,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylcysteine,C5H9NO3S,616-91-1,CAS_RN:616-91-1,PWKSKIMOESPYIA-BYPYZUCNSA-N,186.0194,[M+Na],1,140.9,0.222,0.0016,140.9,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylglutamate,C7H11NO5,1188-37-0,CAS_RN:1188-37-0,RFMMMVDNIPUKGG-YFKPBYRVSA-N,210.0387,[M-2H+Na],-1,143.5,0.419,0.0029,143.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylglutamate,C7H11NO5,1188-37-0,CAS_RN:1188-37-0,RFMMMVDNIPUKGG-YFKPBYRVSA-N,188.0563,[M-H],-1,137,0.263,0.0019,137,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylglutamate,C7H11NO5,1188-37-0,CAS_RN:1188-37-0,RFMMMVDNIPUKGG-YFKPBYRVSA-N,212.054,[M+Na],1,142.5,0.129,9.00E-04,142.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylglycine ,C4H7NO3,543-24-8,CAS_RN:543-24-8,OKJIRPAQVSHGFK-UHFFFAOYSA-N,140.0311,[M+Na],1,132.3,1.402,0.0106,132.3,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylleucine,C8H15NO3,1188-21-2,CAS_RN:1188-21-2,WXNXCEHXYPACJF-ZETCQYMHSA-N,172.0976,[M-H],-1,140.7,0.478,0.0034,140.7,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylleucine,C8H15NO3,1188-21-2,CAS_RN:1188-21-2,WXNXCEHXYPACJF-ZETCQYMHSA-N,196.0944,[M+Na],1,150.1,0.383,0.0026,150.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylmethionine,C7H13NO3S,1115-47-5,CAS_RN:1115-47-5,XUYPXLNMDZIRQH-LURJTMIESA-N,190.0545,[M-H],-1,142.7,0.585,0.0041,142.7,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylmethionine,C7H13NO3S,1115-47-5,CAS_RN:1115-47-5,XUYPXLNMDZIRQH-LURJTMIESA-N,214.0505,[M+Na],1,150.2,0.236,0.0016,150.2,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylneuraminate,C11H19NO9,131-48-6,CAS_RN:131-48-6,SQVRNKJHWKZAKO-PFQGKNLYSA-N,330.0859,[M-2H+Na],-1,171.3,0.183,0.0011,171.3,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
N-Acetylneuraminate,C11H19NO9,131-48-6,CAS_RN:131-48-6,SQVRNKJHWKZAKO-PFQGKNLYSA-N,308.1018,[M-H],-1,158.4,0.299,0.0019,158.4,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
N-Acetylneuraminate,C11H19NO9,131-48-6,CAS_RN:131-48-6,SQVRNKJHWKZAKO-PFQGKNLYSA-N,308.1018,[M-H],-1,163.7,0.171,0.001,163.7,2,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
N-Acetylneuraminate,C11H19NO9,131-48-6,CAS_RN:131-48-6,SQVRNKJHWKZAKO-PFQGKNLYSA-N,310.1131,[M+H],1,166.6,0.545,0.0033,166.6,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
N-Acetylneuraminate,C11H19NO9,131-48-6,CAS_RN:131-48-6,SQVRNKJHWKZAKO-PFQGKNLYSA-N,332.0948,[M+Na],1,168.4,0.556,0.0033,168.4,1,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4,8
N-Acetylphenylalanine,C11H13NO3,2018-61-3,CAS_RN:2018-61-3,CBQJSKKFNMDLON-JTQLQIEISA-N,206.0826,[M-H],-1,147.1,0.469,0.0032,147.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylphenylalanine,C11H13NO3,2018-61-3,CAS_RN:2018-61-3,CBQJSKKFNMDLON-JTQLQIEISA-N,230.0782,[M+Na],1,149.6,0.287,0.0019,149.6,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylproline,C7H11NO3,68-95-1,CAS_RN:68-95-1,GNMSLDIYJOSUSW-UHFFFAOYSA-M,156.0678,[M-H],-1,134.1,0.925,0.0069,134.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylproline,C7H11NO3,68-95-1,CAS_RN:68-95-1,GNMSLDIYJOSUSW-UHFFFAOYSA-M,180.063,[M+Na],1,140.5,0.374,0.0027,140.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylputrescine,C6H14N2O,18233-70-0,CAS_RN:18233-70-0,KLZGKIDSEJWEDW-UHFFFAOYSA-N,131.1179,[M+H],1,128.4,0.359,0.0028,128.4,1,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,4,8
N-Acetylputrescine,C6H14N2O,18233-70-0,CAS_RN:18233-70-0,KLZGKIDSEJWEDW-UHFFFAOYSA-N,153.0998,[M+Na],1,134.3,0.403,0.003,134.3,1,Organic compounds,Organic acids and derivatives,Carboximidic acids and derivatives,Carboximidic acids,4,8
N-Acetylserine,C5H9NO4,97-14-3,CAS_RN:97-14-3,JJIHLJJYMXLCOY-UHFFFAOYSA-N,146.046,[M-H],-1,127.5,0.67,0.0053,127.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylserine,C5H9NO4,97-14-3,CAS_RN:97-14-3,JJIHLJJYMXLCOY-UHFFFAOYSA-N,170.0424,[M+Na],1,133.4,0.15,0.0011,133.4,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Acetylserotonin,C12H14N2O2,1210-83-9,CAS_RN:1210-83-9,MVAWJSIDNICKHF-UHFFFAOYSA-N,217.0979,[M-H],-1,150.6,0.274,0.0018,150.6,1,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Hydroxyindoles,4,8
N-Acetylserotonin,C12H14N2O2,1210-83-9,CAS_RN:1210-83-9,MVAWJSIDNICKHF-UHFFFAOYSA-N,219.1122,[M+H],1,149.8,0.48,0.0032,149.8,1,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Hydroxyindoles,4,8
N-Acetylserotonin,C12H14N2O2,1210-83-9,CAS_RN:1210-83-9,MVAWJSIDNICKHF-UHFFFAOYSA-N,241.0946,[M+Na],1,153.8,0.441,0.0029,153.8,1,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Hydroxyindoles,4,8
N-alpha-Acetyl-L-asparagine,C6H10N2O4,4033-40-3,CAS_RN:4033-40-3,HXFOXFJUNFFYMO-BYPYZUCNSA-N,173.0562,[M-H],-1,137.4,0.612,0.0045,137.4,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
N-alpha-Acetyllysine,C8H16N2O3,1946-82-3,CAS_RN:1946-82-3,VEYYWZRYIYDQJM-ZETCQYMHSA-N,187.109,[M-H],-1,145.1,0.171,0.0012,145.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-alpha-Acetyllysine,C8H16N2O3,1946-82-3,CAS_RN:1946-82-3,VEYYWZRYIYDQJM-ZETCQYMHSA-N,189.1239,[M+H],1,145.6,0.236,0.0016,145.6,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-alpha-Acetyllysine,C8H16N2O3,1946-82-3,CAS_RN:1946-82-3,VEYYWZRYIYDQJM-ZETCQYMHSA-N,211.1044,[M+Na],1,144.5,0.173,0.0012,144.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Formyl-L-methionine,C6H11NO3S,4289-98-9,CAS_RN:4289-98-9,PYUSHNKNPOHWEZ-YFKPBYRVSA-N,176.0392,[M-H],-1,136.3,0.535,0.0039,136.3,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Formyl-L-methionine,C6H11NO3S,4289-98-9,CAS_RN:4289-98-9,PYUSHNKNPOHWEZ-YFKPBYRVSA-N,200.0354,[M+Na],1,145.5,0.299,0.0021,145.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Methyl-L-glutamate,C6H11NO4,6753-62-4,CAS_RN:6753-62-4,XLBVNMSMFQMKEY-BYPYZUCNSA-N,182.0437,[M-2H+Na],-1,137.4,0.566,0.0041,137.4,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Methyl-L-glutamate,C6H11NO4,6753-62-4,CAS_RN:6753-62-4,XLBVNMSMFQMKEY-BYPYZUCNSA-N,160.0612,[M-H],-1,124.5,1.195,0.0096,124.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Methyl-L-glutamate,C6H11NO4,35989-16-3,CAS_RN:35989-16-3,XLBVNMSMFQMKEY-BYPYZUCNSA-N,162.0766,[M+H],1,132.6,0.391,0.0029,132.6,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",7,"7, 8"
N-Methylaspartate,C5H9NO4,6384-92-5,CAS_RN:6384-92-5,HOKKHZGPKSLGJE-GSVOUGTGSA-N,146.0455,[M-H],-1,124.5,1.195,0.0096,124.5,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Methylaspartate,C5H9NO4,6384-92-5,CAS_RN:6384-92-5,HOKKHZGPKSLGJE-GSVOUGTGSA-N,148.0589,[M+H],1,130.1,0.208,0.0016,130.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Methylaspartate,C5H9NO4,6384-92-5,CAS_RN:6384-92-5,HOKKHZGPKSLGJE-GSVOUGTGSA-N,170.0417,[M+Na],1,134.8,0.299,0.0022,134.8,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
N-Methyltryptamine,C11H14N2,61-49-4,CAS_RN:61-49-4,NCIKQJBVUNUXLW-UHFFFAOYSA-N,175.1224,[M+H],1,142.8,0.486,0.0034,142.8,1,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives,4,8
"N,N-Dimethylarginine Dihydrochloride",C8H18N4O2,220805-22-1,CAS_RN:220805-22-1,SYLNVYJOPZWPJI-ILKKLZGPSA-N,203.1491,[M+H],1,144.4,0.552,0.0038,144.4,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",8,8
"N,N-Dimethylarginine Dihydrochloride",C8H18N4O2,220805-22-1,CAS_RN:220805-22-1,SYLNVYJOPZWPJI-ILKKLZGPSA-N,225.1312,[M+Na],1,158.2,0.798,0.005,158.2,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",8,8
"N,N-Dimethylglycine",C4H9NO2,1118-68-9,CAS_RN:1118-68-9,FFDGPVCHZBVARC-UHFFFAOYSA-N,104.0712,[M+H],1,123.1,0.467,0.0038,123.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3,7
"N,N-Dimethylglycine Ethyl Ester",C6H13NO2,33229-89-9,CAS_RN:33229-89-9,BGCNBOFPABQGNG-UHFFFAOYSA-N,132.1024,[M+H],1,127.9,0.325,0.0025,127.9,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,4
"N,N,N-Trimethyllysine",C9H20N2O2,55528-53-5,CAS_RN:55528-53-5,MXNRLFUSFKVQSK-UHFFFAOYSA-O,189.1608,[M+H],1,141.8,0.171,0.0012,141.8,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",4,8
"N,N_-Dimethyl-L-arginine",C8H18N4O2,1266235-58-8,CAS_RN:1266235-58-8,HISUXCNNXYEHER-YJSASASGSA-N,201.1361,[M-H],-1,148.1,0.167,0.0011,148.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",5,8
"N,N_-Dimethyl-L-arginine",C8H18N4O2,1266235-58-8,CAS_RN:1266235-58-8,HISUXCNNXYEHER-YJSASASGSA-N,203.1484,[M+H],1,144.4,0.552,0.0038,144.4,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",8,8
"N,N_-Dimethyl-L-arginine",C8H18N4O2,1266235-58-8,CAS_RN:1266235-58-8,HISUXCNNXYEHER-YJSASASGSA-N,225.13,[M+Na],1,158.2,0.798,0.005,158.2,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",8,8
N1-Acetylspermine,C12H28N4O,77928-70-2,CAS_RN:77928-70-2,GUNURVWAJRRUAV-UHFFFAOYSA-Q,245.2342,[M+H],1,158.1,0.191,0.0012,158.1,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,4,8
N1-Acetylspermine,C12H28N4O,77928-70-2,CAS_RN:77928-70-2,GUNURVWAJRRUAV-UHFFFAOYSA-Q,267.2153,[M+Na],1,162.3,0.673,0.0041,162.3,1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,4,8
N6-(delta2-Isopentenyl)-adenine,C10H13N5,2365-40-4,CAS_RN:2365-40-4,HYVABZIGRDEKCD-UHFFFAOYSA-N,202.111,[M-H],-1,150.8,0.668,0.0044,150.8,1,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,4,8
N6-(delta2-Isopentenyl)-adenine,C10H13N5,2365-40-4,CAS_RN:2365-40-4,HYVABZIGRDEKCD-UHFFFAOYSA-N,204.124,[M+H],1,145.4,0.287,0.002,145.4,1,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,4,8
NADP,C21H28N7O17P3,698999-85-8,CAS_RN:698999-85-8,JNUMDLCHLVUHFS-UHFFFAOYSA-M,764.0518,[M-2H+Na],-1,231.6,0.314,0.0014,231.6,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,8,8
NADP,C21H28N7O17P3,698999-85-8,CAS_RN:698999-85-8,JNUMDLCHLVUHFS-UHFFFAOYSA-M,742.0697,[M-H],-1,230.7,0.323,0.0014,230.7,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,8,8
NADP,C21H30N7O17P3,698999-85-8,CAS_RN:698999-85-8,JNUMDLCHLVUHFS-UHFFFAOYSA-M,760.0788,[M-H+H2O],-1,243.9,0.56,0.0023,243.9,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
NADP,C21H28N7O17P3,698999-85-8,CAS_RN:698999-85-8,JNUMDLCHLVUHFS-UHFFFAOYSA-M,744.0791,[M+H],1,232.7,0.34,0.0015,232.7,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
NADP,C21H28N7O17P3,698999-85-8,CAS_RN:698999-85-8,JNUMDLCHLVUHFS-UHFFFAOYSA-M,782.026,[M+K],1,242.9,0.777,0.0032,242.9,1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NA,4,8
